startdate,enddate,uid_r,text,gods_involved
01-16,01-16,V598-4,"On 1/16, the three jia ritual associations hold a collective Yuanxiao festival 三甲总元宵and carry Tianshang shengmu 天上圣母, Tiangong yuanshuai 田公元帅, Zunzhu mingwang 尊主明王, Zhanggong shengjun 张公圣君 and Qitian dasheng 齐天大圣 in a procession around the entire village. Daoist ritual masters are invited from Duotou to conduct jiao rituals 做醮.","['Qitian dasheng', 'Tiangong', 'Tiangong yuanshuai', 'Tianshang shengmu', 'Zhanggong shengjun', 'Zunzhu mingwang']"
01-07,01-07,V599-1,"On 1/7, Xiacuo 下厝 takes the incense burners of the Yunlongshê 云龙社 to each household to xingdao 行道.",[]
01-08,01-08,V599-2,"On 1/8, Tiancen 田岑 takes the incense burners of the Xinxingshê 新兴社 to each household to xingdao 行道.",[]
01-09,01-09,V599-3,"On 1/9, Zhaojiao 招角 takes the incense burners of the Longxingshê 龙兴社 to each household to xingdao 行道.",[]
01-10,01-10,V599-4,"On 1/10, the gods of the Beijidian 北极殿 are carried in a procession around the village.",[]
01-15,01-15,V599-5,"On 1/15, the three jia ritual associations organize a collective Yuanxiao festival 三甲总元宵, and the spirit mediums of each associations 各甲神童join together for a collective procession around the village.",[]
02-06,02-06,V599-6,"On 2/6, the three jia 三甲 collectively distribute talismans and pray for blessings 行符祈安, and invite the spirit mediums of each village to caihua 采花 (pluck the flames—feats of imperviousness to the pain of standing bare-chested in the sparks of a massive Roman candle). Palm sedan chairs run through the streets 跑棕桥.",[]
01-15,01-15,V600-1,On 1/15 a lantern festival is organized along the Shuixinhe 水心河 river. Opera is performed and Daoist rites are held.,[]
01-08,01-10,V601-1,On 1/8–10 the incense burners of the shê are taken to each household to xingdao 行道 practice the Dao. Daoist ritual masters are invited to conduct jiao rites 做醮.,[]
01-12,01-12,V601-2,On 1/12 the final night of Yuanxiao for this area is celebrated with a procession around the boundaries of the former village ward.,[]
01-07,01-11,V602-1,"On 1/7–11, candles 喜烛 are lit in the Xinfeng zushê 新丰祖社 and opera is performed.",[]
01-10,01-10,V602-2,"On 1/10, Zhanggong shengjun 张公圣君 is carried around the entire village in a procession. In the evening there is a lantern procession, and Daoist ritual masters conduct rites.",['Zhanggong shengjun']
01-12,01-12,V603-1,On 1/12 the incense burners of the shê are taken to each household to xingdao 行道 practice the Dao.,[]
01-16,01-16,V603-2,On 1/16 Daoist ritual masters are invited to conduct jiao rites 做醮.,[]
01-22,01-22,V604-1,On 1/22 the gods of Lingxianmiao 灵显庙 are carried around the ritual territory while opera is performed and Daoist ritual masters conduct rites in the temple.,[]
01-16,01-16,V605-1,"On 1/16, the incense burners of the shê are taken to each household to xingdao 行道 practice the Dao. Other subsidiary temples come to Yanning to present incense 进香.",[]
01-10,01-10,V606-1,On 1/10 the incense burners of the shê are taken to each household to xingdao 行道 practice the Dao.,[]
01-13,01-13,V607-1,On 1/13 the incense burners of the shê are taken to each household to xingdao 行道 practice the Dao.,[]
01-15,01-15,V607-2,On 1/15 people take part in Gongxia’s 宫下 Yuanxiao procession.,[]
01-18,01-18,V608-1,"On 1/18, the villagers of Gangtou join with Tianwei 田尾 and Qianlin 前林 in a joint procession. Spirit mediums 神 童 are possessed by the gods.",[]
02-06,02-06,V608-2,"On 2/6, spirit mediums are invited from nearby villages to carry out the fire gathering ritual 采花仪式 (feats of imperviousness to pain as demonstrated by standing bare-chested in the flames of a massive Roman candle). Opera is performed for three days.",[]
01-18,01-18,V609-1,On 1/18 the villagers of Tianwei join with those of Gangtou 港头and Qianlin 前林 in a joint procession.,[]
01-18,01-18,V610-1,"On 1/18 the villagers of Qianlin join with those of Gangtou 港头 and Tianwei 田尾 in the collective celebration of Yuanxiao, and in a common procession of the gods.",[]
01-16,01-16,V611-1,"On 1/16, the incense burners of the shê are taken to each household to xingdao 行道 practice the Dao. Each of the partner villages comes to present incense 进香. Movies are shown at night.",[]
01-06,01-06,V612-1,"On 1/6, Wu daren 伍大人 and Sun daren 孙大人 are taken on a procession through the entire ritual alliance.",['Wu daren']
01-16,01-16,V612-2,"On 1/16, the villagers also go to the Xinxingshê 新兴社 to present incense 进香.",[]
01-15,01-15,V613-1,"On 1/15, Tiangong yuanshuai 田公元帅 goes on a procession through all the villages of the alliance.","['Tiangong', 'Tiangong yuanshuai']"
01-16,01-16,V613-2,"On 1/16, the villagers go to Xinxingshê 新兴社 to present incense 进香.",[]
01-16,01-16,V614-1,On 1/16 the villagers go to the Xinxingshê 新兴社 to present incense 进香.,[]
01-16,01-16,V615-1,On 1/16 villagers go to the Xinxingshê 新兴社 to present incense 进香.,[]
01-17,01-17,V615-2,On 1/17 Zhuzheng dadi 注生大帝 and Qitian dasheng 齐天大圣 are taken on a procession around all the villages in the alliance.,['Qitian dasheng']
01-15,01-16,V616-1,"On 1/15–16, Sangu villagers go to the Fuxinggong in 福兴宫 Tangwei to invite Sandian zhenjun 三殿真君 and Zhongjun 中军 to go on a procession through their village territory. Opera is performed for two to three days.",['Sandian zhenjun']
02-01,02-14,V616-2,"Early in the 2nd lunar month, Sangu participates in the general Yuanxiao festivities of the seven shê alliance.",['Sandian zhenjun']
01-11,01-12,V617-1,"On 1/11–12, Xinpo goes to the Fuxinggong 福兴宫 in Tangwei to invited Qitian dasheng 齐天大圣 back to the village to go on a procession, while opera is performed for three days.",['Qitian dasheng']
02-01,02-14,V617-2,"Early in the 2nd lunar month, Xinpo participates in the general Yuanxiao festivities of the seven shê alliance.",['Qitian dasheng']
01-14,01-15,V618-1,"On 1/14–15, Xiangli goes to Fuxinggong 福兴宫 in Tangwei to invite Fazhu xianfei 法主仙妃, Oushi xianfei 欧氏仙妃, and Erdian zhenjun 二殿真君 back to the village to go on a procession. Opera is performed for two days.","['Fazhu xianfei', 'Oushi xianfei']"
02-01,02-14,V618-2,"Early in the 2nd lunar month, Xiangli participates in the general Yuanxiao festivities of the seven shê alliance.","['Fazhu xianfei', 'Oushi xianfei']"
01-08,01-9,V619-1,"On 1/8–9, Tanwei villagers go to the Fuxinggon 福兴宫 to invite Yanggong taishi 杨公太师 and Dutong shenghou 都统圣侯 to go on a procession through the village. Opera is performed for three days.","['Dutong', 'Dutong shenghou', 'Yanggong taishi']"
02-01,02-14,V619-2,"Early in the 2nd lunar month, Tanwei participates in the general Yuanxiao festivities of the seven shê alliance.","['Dutong', 'Dutong shenghou', 'Yanggong taishi']"
01-09,01-10,V620-1,"On 1/9–10, Huangcuo villagers go to Fuxinggong 福兴宫 in Tangwei to invite Tiangong yuanshuai 田公元帅 back to the village to go on a procession. Opera is performed for three days, and Daoist masters conduct a pinganjiao 平安醮.","['Tiangong', 'Tiangong yuanshuai']"
02-01,02-14V620-2,"Early in the 2nd lunar month, Huangcuo participates in the general Yuanxiao festivities of the seven shê alliance.","['Tiangong', 'Tiangong yuanshuai']"
01-11,01-13,V621-1,"On 1/11–13, villagers carry the incense burners of the shê to each household to xing dao 行道 practice the Dao.",[]
01-18,01-18,V621-2,"On 1/18, the gods of Fuxinggong 福兴宫 are taken on a procession around the village, opera is performed and Daoist ritual masters are invited to conduct jiao rituals 做醮.",[]
01-04,01-04,V622-1,"On 1/4, the gods are welcomed back from heaven 接神 with three days of opera.",[]
01-14,01-15,V622-2,"On 1/14–15, the Liu 刘 villagers carry the incense burners of the shê to each of their households to xing dao 行道 practice the Dao. That night there are processions of the gods through the village.",[]
01-15,01-16,V622-3,"On 1/15–16, the Yao 姚 villagers carry the incense burners of the shê to each of their households to xingdao 行道 practice the Dao. That night there are processions of the gods through the village.",[]
01-04,01-04,V623-1,"On 1/4, the gods are welcomed back from heaven 接神 and the first opera of the year 头场戏 is performed.",[]
01-11,01-11,V623-2,"On 1/11– 12, Shangcuo 上厝 takes Liugong yuanshuai 刘公元帅, Zhanggong shengjun 张公圣君, and Jialuo dasheng 伽罗大圣 on a procession through its territory. At night there are linked lantern processions 圈灯, and the roadways are sealed against demonic influences 封路.","['Jialuo dasheng', 'Liugong yuanshuai', 'Zhanggong shengjun']"
01-12,01-13,V623-3,"On 1/12–13, Xiacuo 下厝 takes Liugong yuanshuai 刘公元帅, Zhanggong shengjun 张公圣君, and Jialuo dasheng 伽罗大圣 on a procession through its territory. At night there are linked lantern processions 圈灯, and the roadways are sealed against demonic influences 封路.","['Jialuo dasheng', 'Liugong yuanshuai', 'Zhanggong shengjun']"
01-16,01-16,V623-4,"On 1/16, the entire village celebrates a general Yuanxiao festival 总元宵 and the spirit mediums 神童 of neighboring villages are invited to caihua 采花 “pick flower-flames” (the spirit mediums undergo feats of pain by standing bare-chested in the flames of Roman candle fireworks). Daoist ritual masters are invited to conduct jiao rituals 做醮, and opera is performed for three days.",[]
02-02,02-02,V623-5,"On 2/2, the toufu 头福 (first good fortune) rites are performed, and each household goes to the temple to worship.",[]
01-13,01-14,V624-1,"On 1/13–14, villagers carry the incense burners of the shê to each of their households to xingdao 行道 practice the Dao. That night there are processions of linked lanterns.",[]
01-19,01-19,V624-2,"On 1/19, the general Yuanxiao festival is celebrated 总元宵 by carrying Zhanggong shengjun 张公圣君 in a procession around the village. Opera is performed for three days and Daoist ritual masters conduct jiao rituals 做醮.",['Zhanggong shengjun']
01-05,01-05,V625-1,"On 1/5, the spring sacrifice is held 春祭, organized by the Fang 方, and the first opera of the year is performed 头场戏.",[]
01-06,01-06,V625-2,"On 1/6, the Fang 方take the incense burners of the shê altar to each of their households to xingdao 行道 practice the Dao.",[]
01-07,01-07,V625-3,"On 1/7, the Zeng 曾 take the incense burners of the shê altar to each of their households to xingdao 行道 practice the Dao.",[]
01-08,01-08,V625-4,"On 1/8, the Su 苏 take the incense burners of the shê altar to each of their households to xingdao 行道 practice the Dao.",[]
01-09,01-09,V625-5,"On 1/9, the Zheng 郑 take the incense burners of the shê altar to each of their households to xingdao 行道 practice the Dao.",[]
01-18,01-19,V625-6,"On 1/18–19, the Shenlingmiao 神灵庙 spirit mediums 神童 lead a procession around the entire village, and the roadways are sealed against demonic influences 封路. The spirit mediums 神童 of nearby villages are invited to caihua 采花 “pick flower-flames” (the spirit mediums undergo feats of pain by standing bare-chested in the flames of Roman candle fireworks). Daoist ritual masters are invited to conduct jiao rituals 做醮.",[]
01-07,01-10,V626-1,"On 1/7–10, the villagers take part in Sucuo’s 苏厝 villages processions, carrying the incense burners of the shê altar to each household to xingdao 行道 practice the Dao.",[]
01-18,01-18,V626-2,"On 1/18, the villagers again take part in Sucuo’s 苏厝 processions, and their roadways are also sealed against demonic influences 封路. They also invite Daoist masters to perform rites.",[]
01-13,01-14,V627-1,"On 1/13–14, the villagers carry the incense burners of the shê altar to each household to xingdao 行道 practice the Dao.",[]
01-18,01-18,V627-2,"On 1/18, spirit mediums lead the procession of the gods through the village and the roadways are sealed against demonic influences 封路. Opera is performed and Daoist ritual masters are invited to conduct jiao rites 做醮.",[]
01-13,01-14,V628-1,"On 1/13–14, the villagers carry the incense burners of the shê altar to each household to xingdao 行道 practice the Dao. Spirit mediums lead the procession of the gods through the village and the roadways are sealed against demonic influences 封路. Opera is performed and Daoist ritual masters are invited to conduct jiao rites 做醮.",[]
01-10,01-10,V629-1,"On 1/10, the Chen 陈 take the incense burners of the shê altar to each of their households to xingdao 行道 practice the Dao.",[]
01-11,01-11,V629-2,"On 1/11, the Wu 吴 take the incense burners of the shê altar to each of their households to xingdao 行道 practice the Dao.",[]
01-12,01-12,V629-3,"On 1/12, the Chen of Dingcuo 顶厝陈 take the incense burners of the shê altar to each of their households to xingdao 行道 practice the Dao.",[]
01-13,01-13,V629-4,"On 1/13, the Zheng and the Lin of Niulu 牛路郑林 take the incense burners of the shê altar to each of their households to xingdao 行道 practice the Dao.",[]
01-14,01-14,V629-5,"On 1/14, the Zhang 张 and the Xu 许 take the incense burners of the shê altar to each of their households to xingdao 行道 practice the Dao.",[]
01-15,01-15,V629-6,"On 1/15, Chengcuo 程厝 and Wengcuo 翁厝 take the incense burners of the shê altar to each of their households to xingdao 行道 practice the Dao.",[]
01-19,01-19,V629-7,"On 1/19, a general Yuanxiao celebration is held, and Sima shengwang 司马圣王, Fazhu shengfei 法主圣妃, Dutian yuanshuai 都天元帅, Zhongtian yuanshuai 中天元帅, and Liugong yuanshuai 刘公元帅 are taken on a procession through the entire village. Opera is performed for ten to fifteen days. Daoist ritual masters are invited to conduct jiao rituals 做醮.","['Dutian yuanshuai', 'Liugong yuanshuai', 'Sima shengwang']"
